row,Date,Speaker,Process,Recipient,codeString
3595,512,R,B,C,IE1.000
3598,512,X,B,GT,TP1.000
3599,512,H,B,GT,OF1.000
3600,512,X,B,H,OF1.000
3601,512,H,B,X,OF1.000
3602,512,C,B,C,OF1.000
3603,512,H,B,C,OF1.000
3605,512,H,B,C,OF1.000
3606,512,C,B,H,OF1.000
3607,512,H,B,C,OF1.000
3608,512,X,B,GT,IE1.000
3608,512,X,B,GT,TP1.000
3609,512,R,B,X,TP1.000
3610,512,X,B,R,TP1.000
3611,512,H,B,C,TP1.000
3613,512,H,B,C,TP1.000
3614,512,C,B,H,TP1.000
3616,512,C,B,H,OF1.000
3617,512,X,B,R,IE1.000
3618,512,H,B,C,TP1.000
3619,512,C,B,H,OF1.000
3620,512,R,B,X,OF1.000
3621,512,X,B,R,OF1.000
3622,512,H,B,C,OF1.000
3624,512,H,B,GT,OF1.000
3625,512,X,B,R,OF1.000
3626,512,R,B,X,OF1.000
3627,512,X,B,R,OF1.000
3628,512,X,B,R,OF1.000
3630,512,H,B,GT,OF1.000
3631,512,R,B,H,OF1.000
3632,512,H,B,R,OF1.000
3633,512,X,B,R,IE1.000
3634,512,X,B,H,IE1.000
3635,512,H,B,X,TP1.000
3637,512,C,B,H,TP1.000
3638,512,H,B,C,IE1.000
3639,512,R,B,X,TP1.000
3640,512,X,B,GT,TP1.000
3641,512,R,B,X,IE1.000
3642,512,H,B,C,IE1.000
3643,512,C,B,H,IE1.000
3644,512,H,B,C,TP1.000
3645,512,C,B,H,TP1.000
3646,512,H,B,C,TP1.000
3648,512,R,B,X,IE1.000
3650,512,C,B,H,TP1.000
3652,512,H,B,GT,TP1.000
3653,512,X,B,R,TP1.000
3655,512,R,B,X,IE1.000
3657,512,R,B,X,IE1.000
3658,512,X,B,R,IE1.000
3659,512,H,B,C,IE1.000
3660,512,C,B,H,TP1.000
3662,512,X,B,R,OF1.000
3664,512,H,B,GT,IE1.000
3665,512,X,B,GT,IE1.000
3666,512,H,B,GT,OF1.000
3669,512,X,B,H,IE1.000
3675,512,C,B,R,TP1.000
3676,512,R,B,C,TP1.000
3677,512,X,B,R,IE1.000
3686,512,R,B,C,TP1.000
3687,512,C,B,R,OF1.000
3688,512,X,B,GT,TP1.000
3690,512,X,B,R,IE1.000
3691,512,R,B,X,TP1.000
3693,512,H,B,GT,TP1.000
3694,512,R,B,H,IE1.000
3694,512,R,B,H,TP1.000
3695,512,H,B,R,IE1.000
3697,512,C,B,GT,IE1.000
3705,512,H,B,R,OF1.000
3706,512,R,B,H,OF1.000
3707,512,X,B,H,OF1.000
3708,512,C,B,H,OF1.000
3710,512,H,B,C,OF1.000
3711,512,X,B,R,OF1.000
3713,512,H,B,C,OF1.000
3714,512,C,B,H,OF1.000
3715,512,H,B,C,OF1.000
3717,512,R,B,X,OF1.000
3718,512,H,B,C,OF1.000
3719,512,C,B,H,OF1.000
3720,512,H,B,X,OF1.000
3721,512,C,B,H,OF1.000
3725,512,X,B,GT,IE1.000
3726,512,R,B,X,IE1.000
3727,512,X,B,R,TP1.000
3732,512,R,B,X,IE1.000
3733,512,X,B,R,TP1.000
3734,512,H,B,GT,IE1.000
3735,512,H,B,C,OF1.000
3736,512,C,B,H,OF1.000
3737,512,H,B,C,OF1.000
3738,512,C,B,H,OF1.000
3739,512,H,B,C,OF1.000
3740,512,C,B,H,OF1.000
3742,512,H,B,C,OF1.000
3743,512,R,B,X,OF1.000
3744,512,X,B,R,OF1.000
3746,512,R,,C,OF1.000
3747,512,C,,R,OF1.000
3749,512,C,B,GT,IE1.000
3750,512,H,B,C,TP1.000
3751,512,C,B,H,IE1.000
3752,512,H,B,C,IE1.000
3754,512,H,B,C,OF1.000
3755,512,C,B,H,OF1.000
3756,512,H,B,C,OF1.000
3757,512,C,B,H,OF1.000
3758,512,X,B,R,OF1.000
3759,512,R,B,X,OF1.000
3760,512,H,B,C,OF1.000
3762,512,X,B,R,OF1.000
3763,512,X,B,C,OF1.000
3764,512,H,B,C,OF1.000
3766,512,R,B,C,UC1.000
3767,512,X,B,R,OF1.000
3768,512,R,B,X,IE1.000
3769,512,X,B,R,OF1.000
3770,512,H,B,C,OF1.000
3771,512,C,B,H,OF1.000
3772,512,R,B,X,IE1.000
3773,512,X,B,R,IE1.000
3775,512,R,B,C,OF1.000
3776,512,X,B,GT,OF1.000
3779,512,R,B,C,OF1.000
3780,512,X,B,R,OF1.000
3781,512,H,B,R,OF1.000
3782,512,,B,,OF1.000
3783,512,X,B,R,OF1.000
3786,512,H,B,X,OF1.000
3787,512,X,B,H,OF1.000
3788,512,R,B,X,OF1.000
3789,512,X,B,R,OF1.000
3790,512,H,B,GT,UC1.000
3791,512,C,B,H,OF1.000
3792,512,H,B,C,OF1.000
3795,512,H,B,C,OF1.000
3796,512,C,B,H,OF1.000
3797,512,H,B,C,OF1.000
3801,512,X,B,GT,OF1.000
3803,512,H,B,C,OF1.000
3805,512,R,B,C,TP1.000
3806,512,H,B,C,TP1.000
3807,512,X,B,GT,TP1.000
3808,512,H,B,C,TP1.000
3809,512,X,B,C,IE1.000
3810,512,C,B,H,IE1.000
3811,512,H,B,C,TP1.000
3812,512,H,B,X,TP1.000
3813,512,R,B,GT,TP1.000
3814,512,C,B,GT,OF1.000
3815,512,H,B,C,OF1.000
3816,512,C,B,H,OF1.000
3819,512,X,B,R,OF1.000
3820,512,R,B,X,IE1.000
3821,512,X,B,R,TP1.000
3822,512,H,B,C,TP1.000
3823,512,R,B,C,IE1.000
3824,512,C,B,X,TP1.000
3826,512,C,B,X,TP1.000
3827,512,R,B,GT,TP1.000
3828,512,H,B,C,TP1.000
3829,512,R,B,GT,IE1.000
3832,512,R,B,GT,TP1.000
3834,512,R,B,X,IE1.000
3835,512,R,B,GT,TP1.000
3837,512,R,B,GT,IE1.000
3840,512,X,B,GT,TP1.000
3841,512,H,B,C,IE1.000
3844,512,X,B,GT,TP1.000
3846,512,R,B,GT,IE1.000
3848,512,H,B,R,TP1.000
3849,512,R,B,H,IE1.000
3849,512,R,B,H,TP1.000
3851,512,H,B,C,TP1.000
3852,512,C,B,H,TP1.000
3853,512,X,B,GT,IE1.000
3854,512,R,B,C,IE1.000
3856,512,H,B,C,IE1.000
3857,512,R,B,C,TP1.000
3858,512,X,B,R,IE1.000
3859,512,R,B,GT,TP1.000
3860,512,X,B,R,TP1.000
3861,512,H,B,C,TP1.000
3862,512,C,B,H,IE1.000
3863,512,H,B,C,IE1.000
3864,512,X,B,GT,IE1.000
3873,512,R,B,GT,OF1.000
3874,512,H,B,C,OF1.000
3875,512,R,B,GT,OF1.000
3876,512,H,B,C,OF1.000
3877,512,C,B,H,OF1.000
3878,512,H,B,C,OF1.000
3879,512,C,B,H,OF1.000
3882,512,C,B,R,IE1.000
3883,512,H,B,C,OF1.000
3884,512,C,B,H,TP1.000
3886,512,R,B,H,TP1.000
3891,512,H,B,R,TP1.000
3896,512,R,G,X,IE1.000
3897,512,C,B,X,IE1.000
3899,512,R,B,GT,TP1.000
3900,512,C,B,X,IE1.000
3901,512,H,B,C,IE1.000
3902,512,C,B,H,IE1.000
3903,512,R,B,C,TP1.000
3905,512,X,B,C,IE1.000
3906,512,C,B,X,IE1.000
3907,512,H,B,R,TP1.000
3908,512,R,B,H,TP1.000
3909,512,H,B,R,OF1.000
3910,512,X,B,UC,OF1.000
3911,512,R,B,GT,TP1.000
3912,512,X,B,R,TP1.000
3913,512,R,B,X,TP1.000
3914,512,R,B,C,TP1.000
3915,512,C,B,R,IE1.000
3915,512,C,B,R,TP1.000
3916,512,R,G,C,IE1.000
3917,512,X,G,R,TP1.000
3919,512,C,G,R,IE1.000
3919,512,C,G,R,TP1.000
3947,512,X,B,R,TP1.000
3948,512,R,B,X,TP1.000
3949,512,X,B,R,TP1.000
3950,512,H,B,GT,IE1.000
3951,512,X,B,R,TP1.000
3952,512,R,B,X,TP1.000
3953,512,H,B,GT,TP1.000
3954,512,X,B,R,TP1.000
3955,512,R,B,X,TP1.000
3956,512,H,G,C,TP1.000
3957,512,C,G,H,TP1.000
3958,512,H,G,C,KS1.000
3959,512,C,G,H,IE1.000
3959,512,C,G,H,TP1.000
3960,512,H,G,C,OF1.000
3961,512,C,G,H,IE1.000
3962,512,X,B,R,TP1.000
3963,512,R,B,X,TP1.000
3964,512,X,B,R,IE1.000
3965,512,R,B,X,IE1.000
3966,512,X,B,R,OF1.000
3967,512,H,B,C,TP1.000
3968,512,C,B,H,IE1.000
3969,512,R,B,C,TP1.000
3970,512,X,B,H,TP1.000
3971,512,H,B,X,TP1.000
3972,512,C,B,H,TP1.000
3973,512,H,B,C,TP1.000
3974,512,C,B,H,TP1.000
3975,512,R,B,H,TP1.000
3976,512,H,B,R,TP1.000
3977,512,R,B,H,TP1.000
3978,512,H,B,R,TP1.000
3979,512,R,B,H,TP1.000
3980,512,H,B,R,TP1.000
3981,512,R,B,H,TP1.000
3982,512,H,B,R,TP1.000
3983,512,C,B,H,TP1.000
3986,512,H,B,R,IE1.000
3987,512,X,B,H,TP1.000
3988,512,H,B,X,TP1.000
3989,512,X,B,H,TP1.000
3990,512,R,B,X,TP1.000
3992,512,R,G,GT,TP1.000
3993,512,X,G,R,TP1.000
3994,512,C,G,R,TP1.000
3995,512,H,G,R,TP1.000
3996,512,R,G,GT,TP1.000
3998,512,H,G,R,TP1.000
4000,512,R,G,C,TP1.000
4001,512,C,G,R,TP1.000
4002,512,R,G,C,TP1.000
4003,512,H,G,GT,TP1.000
4004,512,X,G,GT,TP1.000
4005,512,C,G,H,TP1.000
4006,512,H,G,C,TP1.000
4007,512,C,G,H,TP1.000
4008,512,H,G,C,IE1.000
4009,512,R,G,C,IE1.000
4010,512,C,G,R,TP1.000
4011,512,H,G,R,TP1.000
4012,512,R,G,H,TP1.000
4013,512,H,G,C,TP1.000
4014,512,C,G,H,TP1.000
4015,512,R,G,H,TP1.000
4016,512,C,G,H,IE1.000
4017,512,R,G,H,IE1.000
4018,512,H,G,C,IE1.000
4019,512,R,G,C,TP1.000
4020,512,H,G,R,IE1.000
4021,512,C,G,R,IE1.000
4022,512,R,G,C,IE1.000
4023,512,C,G,H,TP1.000
4024,512,X,G,GT,TP1.000
4025,512,H,G,GT,TP1.000
4026,512,X,G,H,TP1.000
4028,512,C,G,GT,TP1.000
4030,512,C,G,H,TP1.000
4031,512,X,B,GT,TP1.000
4032,512,H,B,X,TP1.000
4033,512,X,B,H,TP1.000
4034,512,H,B,X,TP1.000
4036,512,R,B,GT,TP1.000
4037,512,R,B,C,TP1.000
4038,512,C,B,R,OF1.000
4040,512,R,B,C,TP1.000
4044,512,X,B,GT,IE1.000
4045,512,X,B,GT,TP1.000
4046,512,H,B,X,TP1.000
4047,512,X,B,H,TP1.000
4049,512,X,B,H,TP1.000
4050,512,H,B,R,IE1.000
4051,512,X,B,H,IE1.000
4053,512,R,B,H,TP1.000
4054,512,C,B,R,TP1.000
4055,512,X,B,H,TP1.000
4057,512,R,B,R,TP1.000
4058,512,H,B,H,TP1.000
4059,512,C,B,R,TP1.000
4060,512,R,B,C,TP1.000
4061,512,X,B,H,TP1.000
4062,512,H,B,X,TP1.000
4063,512,X,B,H,GO1.000
4064,512,H,B,X,EA1.000
4065,512,X,B,H,TP1.000
4066,512,H,B,X,TP1.000
4067,512,X,B,H,IE1.000
4068,512,H,B,X,IE1.000
4069,512,X,B,H,TP1.000
4071,512,C,B,R,TP1.000
4072,512,R,B,C,IE1.000
4072,512,R,B,C,TP1.000
4073,512,C,B,R,TP1.000
4074,512,R,B,C,TP1.000
4075,512,,,,IE1.000
4076,512,R,B,GT,TP1.000
4077,512,H,B,X,IE1.000
4078,512,C,B,GT,IE1.000
4079,512,R,B,C,IE1.000
4079,512,R,B,C,OF1.000
4082,512,H,B,X,OF1.000
4083,512,H,B,X,OF1.000
4084,512,X,B,H,OF1.000
4085,512,H,B,X,OF1.000
4086,512,X,B,H,OF1.000
4087,512,C,B,GT,OF1.000
4088,512,X,B,C,OF1.000
4091,512,R,B,X,IE1.000
4091,512,R,B,X,TP1.000
4092,512,X,B,R,TP1.000
4093,512,C,B,X,TP1.000
4094,512,R,B,C,TP1.000
4112,512,X,B,C,OF1.000
4113,512,H,B,X,OF1.000
4114,512,C,B,X,OF1.000
4115,512,X,B,C,OF1.000
4116,512,H,B,X,UC1.000
4117,512,X,B,H,TP1.000
4118,512,H,B,X,TP1.000
4120,512,X,B,H,TP1.000
4121,512,C,B,C,TP1.000
4123,512,C,B,H,TP1.000
4124,512,H,B,C,TP1.000
4125,512,C,B,H,TP1.000
4126,512,H,B,C,TP1.000
4127,512,X,B,C,OF1.000
4127,512,X,B,C,TP1.000
4128,512,C,B,X,OF1.000
4129,512,X,B,C,OF1.000
4130,512,C,B,X,OF1.000
4132,512,H,B,C,TP1.000
4136,512,,B,,OF1.000
4137,512,H,B,X,TP1.000
4138,512,X,B,H,TP1.000
4143,512,C,,H,TP1.000
4145,512,X,B,H,TP1.000
4146,512,H,B,X,TP1.000
4148,512,C,B,X,TP1.000
4149,512,X,B,C,TP1.000
4150,512,C,B,X,TP1.000
4151,512,X,B,H,TP1.000
4152,512,C,B,X,TP1.000
4153,512,H,B,C,OF1.000
4154,512,C,B,H,OF1.000
4155,512,H,B,X,OF1.000
4156,512,X,B,H,IE1.000
4157,512,H,B,X,KS1.000
4158,512,X,B,H,IE1.000
4159,512,H,B,X,IE1.000
4160,512,C,B,H,TP1.000
4161,512,H,B,C,TP1.000
4162,512,C,B,H,TP1.000
4163,512,R,B,GT,TP1.000
4164,512,H,B,R,TP1.000
4165,512,C,B,R,TP1.000
4166,512,R,B,C,TP1.000
4168,512,X,B,H,TP1.000
4169,512,R,B,GT,IE1.000
4169,512,R,B,GT,TP1.000
4171,512,X,B,R,EA1.000
4172,512,C,B,R,TP1.000
4173,512,R,B,GT,TP1.000
4174,512,,B,,TP1.000
4175,512,X,B,GT,TP1.000
4176,512,H,B,X,TP1.000
4177,512,X,B,H,TP1.000
4178,512,R,B,GT,OF1.000
4179,512,H,B,R,OF1.000
4180,512,C,B,H,OF1.000
4181,512,H,B,C,OF1.000
4182,512,X,B,H,OF1.000
4183,512,H,B,X,OF1.000
4184,512,X,B,H,OF1.000
4186,512,C,B,H,UC1.000
4187,512,H,B,GT,IE1.000
4188,512,C,B,H,TP1.000
4189,512,H,B,C,TP1.000
4208,513,X,P,C,TP1.000
4209,513,R,P,X,TP1.000
4210,513,C,P,X,TP1.000
4211,513,X,P,C,TP1.000
4212,513,R,P,X,TP1.000
4213,513,C,P,X,TP1.000
4214,513,X,P,C,TP1.000
4215,513,C,P,X,TP1.000
4216,513,X,P,C,IE1.000
4217,513,C,P,X,TP1.000
4218,513,X,P,C,IE1.000
4219,513,R,P,C,OF1.000
4221,513,X,P,GT,OF1.000
4224,513,R,P,GT,OF1.000
4226,513,R,B,GT,TP1.000
4227,513,C,B,R,TP1.000
4228,513,R,B,C,TP1.000
4229,513,C,B,R,OF1.000
4231,513,X,B,R,IE1.000
4232,513,R,B,X,TP1.000
4233,513,X,B,R,OF1.000
4234,513,R,B,X,OF1.000
4236,513,R,B,C,OF1.000
4239,513,X,C,R,TP1.000
4240,513,R,UC,X,OF1.000
4241,513,X,UC,R,OF1.000
4244,513,R,UC,X,TP1.000
4245,513,X,UC,R,IE1.000
4247,513,X,UC,R,IE1.000
4248,513,R,UC,X,IE1.000
4249,513,R,UC,C,IE1.000
4250,513,X,UC,C,TP1.000
4251,513,R,T,X,TP1.000
4252,513,X,T,C,IE1.000
4253,513,C,T,X,TP1.000
4254,513,X,T,C,IE1.000
4255,513,R,T,C,TP1.000
4318,513,X,B,C,TP1.000
4319,513,R,B,X,TP1.000
4320,513,H,B,X,TP1.000
4321,513,,B,X,TP1.000
4327,513,X,B,H,TP1.000
4328,513,H,B,X,TP1.000
4329,513,C,B,H,TP1.000
4330,513,X,B,GT,TP1.000
4331,513,H,B,X,TP1.000
4332,513,C,B,H,TP1.000
4333,513,R,B,C,TP1.000
4334,513,C,B,R,TP1.000
4335,513,H,B,C,TP1.000
4337,513,H,B,C,TP1.000
4338,513,C,B,H,TP1.000
4339,513,R,B,C,TP1.000
4340,513,C,B,R,TP1.000
4342,513,R,B,C,TP1.000
4343,513,X,B,R,TP1.000
4344,513,H,B,R,TP1.000
4345,513,C,B,R,TP1.000
4347,513,C,B,H,TP1.000
4348,513,H,B,R,TP1.000
4349,513,R,B,H,TP1.000
4350,513,H,B,R,TP1.000
4351,513,R,B,H,TP1.000
4352,513,H,B,R,TP1.000
4354,513,H,B,R,TP1.000
4356,513,R,B,X,TP1.000
4358,513,R,B,X,TP1.000
4359,513,X,B,R,TP1.000
4363,513,C,B,R,TP1.000
4364,513,R,B,C,TP1.000
4366,513,X,B,GT,TP1.000
4367,513,H,B,X,IE1.000
4368,513,X,B,H,TP1.000
4369,513,R,B,X,OF1.000
4371,513,H,B,X,TP1.000
4372,513,X,B,H,TP1.000
4373,513,R,UC,GT,TP1.000
4374,513,C,UC,GT,TP1.000
4375,513,H,UC,C,TP1.000
4376,513,C,UC,H,TP1.000
4377,513,X,UC,C,TP1.000
4378,513,C,UC,H,TP1.000
4379,513,H,UC,C,TP1.000
4380,513,C,UC,H,TP1.000
4381,513,X,UC,C,TP1.000
4382,513,C,UC,X,TP1.000
4383,513,H,UC,C,TP1.000
4384,513,C,UC,H,TP1.000
4385,513,X,UC,C,TP1.000
4386,513,R,UC,C,TP1.000
4387,513,C,UC,GT,TP1.000
4388,513,R,UC,C,TP1.000
4390,513,R,UC,GT,TP1.000
4391,513,X,UC,R,TP1.000
4393,513,X,UC,R,TP1.000
4394,513,R,UC,X,TP1.000
4395,513,X,UC,R,IE1.000
4396,513,H,UC,X,IE1.000
4398,513,C,UC,X,TP1.000
4399,513,X,UC,C,TP1.000
4407,513,R,B,X,TP1.000
4408,513,X,B,R,TP1.000
4409,513,R,B,X,TP1.000
4410,513,H,B,R,IE1.000
4410,513,H,B,R,TP1.000
4411,513,R,B,X,EA1.000
4412,513,X,B,R,GO1.000
4413,513,R,B,X,EA1.000
4414,513,C,B,R,IE1.000
4415,513,R,B,C,IE1.000
4416,513,C,B,R,IE1.000
4422,513,,B,,TP1.000
4423,513,H,B,X,TP1.000
4426,513,R,B,C,TP1.000
4427,513,H,B,GT,TP1.000
4429,513,R,B,C,TP1.000
4430,513,H,B,R,TP1.000
4431,513,R,B,H,TP1.000
4432,513,H,B,R,UC1.000
4433,513,R,B,X,IE1.000
4433,513,R,B,X,TP1.000
4434,513,X,B,R,IE1.000
4435,513,H,B,X,IE1.000
4436,513,R,B,H,IE1.000
4440,513,R,B,H,TP1.000
4441,513,R,B,GT,TP1.000
4442,513,X,B,R,OF1.000
4443,513,H,B,GT,OF1.000
4444,513,R,B,H,OF1.000
4446,513,R,B,GT,IE1.000
4446,513,R,B,GT,TP1.000
4448,513,H,B,R,TP1.000
4449,513,R,B,H,IE1.000
4452,513,R,B,H,TP1.000
4455,513,X,B,R,TP1.000
4456,513,R,B,X,TP1.000
4457,513,X,B,R,GO1.000
4458,513,R,B,X,TP1.000
4459,513,X,B,R,TP1.000
4460,513,R,B,X,TP1.000
4461,513,H,B,R,TP1.000
4463,513,H,B,X,TP1.000
4464,513,X,B,H,TP1.000
4465,513,C,B,X,TP1.000
4466,513,H,B,C,TP1.000
4467,513,C,B,H,TP1.000
4468,513,R,B,C,TP1.000
4469,513,C,B,R,IE1.000
4469,513,C,B,R,TP1.000
4470,513,X,B,C,TP1.000
4472,513,C,B,R,TP1.000
4474,513,C,B,H,IE1.000
4475,513,H,B,C,TP1.000
4477,513,C,B,H,TP1.000
4479,513,H,B,R,TP1.000
4480,513,X,B,GT,TP1.000
4481,513,R,B,C,TP1.000
4483,513,R,B,C,TP1.000
4484,513,C,B,R,IE1.000
4485,513,R,B,C,IE1.000
4486,513,X,B,GT,TP1.000
4491,513,H,B,C,IE1.000
4492,513,C,B,H,TP1.000
4493,513,H,B,H,TP1.000
4494,513,X,B,C,TP1.000
4496,513,R,B,C,TP1.000
4497,513,C,B,R,UC1.000
4498,513,X,B,GT,TP1.000
4499,513,R,B,X,TP1.000
4500,513,C,B,R,TP1.000
4501,513,H,B,C,TP1.000
4502,513,C,B,H,TP1.000
4503,513,R,B,C,IE1.000
4503,513,R,B,C,TP1.000
4504,513,C,B,R,IE1.000
4505,513,R,B,C,IE1.000
4506,513,X,B,R,TP1.000
4507,513,R,B,C,IE1.000
4508,513,C,B,R,IE1.000
4511,513,X,B,R,IE1.000
4511,513,X,B,R,TP1.000
4512,513,H,B,X,IE1.000
4513,513,C,B,H,KS1.000
4514,513,X,B,C,TP1.000
4515,513,C,B,H,KS1.000
4515,513,C,B,H,TP1.000
4516,513,H,B,C,IE1.000
4517,513,X,B,H,TP1.000
4518,513,C,B,X,TP1.000
4519,513,R,B,C,TP1.000
4520,513,R,B,C,TP1.000
4521,513,C,B,R,TP1.000
4524,513,X,B,C,TP1.000
4525,513,R,B,X,TP1.000
4526,513,X,B,R,TP1.000
4528,513,C,B,X,IE1.000
4528,513,C,B,X,TP1.000
4529,513,R,B,C,UC1.000
4530,513,C,B,R,IE1.000
4531,513,H,B,C,UC1.000
4532,513,X,B,H,TP1.000
4534,513,C,B,H,TP1.000
4536,513,H,B,C,EA1.000
4540,513,H,B,R,EA1.000
4541,513,R,B,H,EA1.000
4541,513,R,B,H,TP1.000
4546,513,R,B,C,IE1.000
4549,513,H,B,R,TP1.000
4550,513,C,B,H,IE1.000
4551,513,H,B,C,IE1.000
4552,513,X,B,H,UC1.000
4554,513,X,B,GT,TP1.000
4556,513,X,B,GT,IE1.000
4558,513,C,B,X,TP1.000
4559,513,X,B,C,TP1.000
4560,513,H,B,X,TP1.000
4561,513,C,B,H,TP1.000
4562,513,X,B,C,TP1.000
4563,513,R,B,X,TP1.000
4564,513,H,B,R,TP1.000
4565,513,X,B,H,TP1.000
4566,513,C,B,GT,TP1.000
4567,513,R,B,C,IE1.000
4568,513,X,B,H,IE1.000
4569,513,H,B,X,TP1.000
4571,513,R,B,X,TP1.000
4572,513,X,B,R,TP1.000
4574,513,X,B,GT,OF1.000
4576,513,R,B,X,UC1.000
4578,513,X,B,R,OF1.000
4579,513,R,B,X,OF1.000
4580,513,C,B,R,TP1.000
4581,513,R,B,C,IE1.000
4581,513,R,B,C,TP1.000
4582,513,X,B,R,TP1.000
4583,513,C,B,X,IE1.000
4584,513,R,B,C,IE1.000
4585,513,X,B,R,IE1.000
4586,513,C,B,UC,IE1.000
4587,513,C,B,R,UC1.000
4588,513,R,B,C,TP1.000
4589,513,X,B,R,IE1.000
4590,513,R,B,X,IE1.000
4591,513,X,B,R,IE1.000
4591,513,X,B,R,TP1.000
4592,513,R,B,X,TP1.000
4593,513,C,B,R,TP1.000
4595,513,C,B,R,IE1.000
4596,513,H,B,C,IE1.000
4597,513,C,B,H,IE1.000
4600,513,H,B,X,IE1.000
4601,513,X,B,H,TP1.000
4602,513,H,B,X,IE1.000
4603,513,R,B,H,TP1.000
4604,513,,B,,IE1.000
4605,513,C,B,R,IE1.000
4606,513,X,B,R,TP1.000
4607,513,R,B,X,IE1.000
4608,513,X,B,R,TP1.000
4609,513,H,B,C,IE1.000
4609,513,H,B,C,TP1.000
4610,513,R,B,H,TP1.000
4611,513,H,B,R,TP1.000
4612,513,X,B,H,IE1.000
4613,513,H,B,X,TP1.000
4615,513,R,B,X,IE1.000
4616,513,X,B,R,TP1.000
4618,513,H,B,X,IE1.000
4620,513,X,B,R,TP1.000
4621,513,H,B,X,TP1.000
4622,513,X,B,H,IE1.000
4623,513,H,B,X,UC1.000
4624,513,X,B,H,IE1.000
4625,513,R,B,X,IE1.000
4625,513,R,B,X,TP1.000
4626,513,C,B,R,IE1.000
4627,513,R,B,C,IE1.000
4628,513,C,B,R,TP1.000
4630,513,R,B,C,TP1.000
4631,513,X,B,R,OF1.000
4632,513,R,B,X,OF1.000
4633,513,X,B,R,OF1.000
4634,513,R,B,X,OF1.000
4635,513,X,B,R,OF1.000
4636,513,R,B,X,OF1.000
4637,513,H,B,R,OF1.000
4638,513,R,B,H,OF1.000
4639,513,X,B,R,OF1.000
4641,513,R,B,H,TP1.000
4642,513,X,B,R,UC1.000
4644,513,H,B,X,IE1.000
4690,513,X,B,H,IE1.000
4693,513,X,B,R,GO1.000
4694,513,R,B,X,TP1.000
4696,513,H,B,R,OF1.000
4696,513,H,B,R,TP1.000
4697,513,R,B,H,OF1.000
4698,513,H,B,R,OF1.000
4699,513,C,B,H,OF1.000
4700,513,R,B,C,OF1.000
4701,513,H,B,R,OF1.000
4702,513,R,B,H,OF1.000
4703,513,H,B,R,OF1.000
4705,513,C,B,R,UC1.000
4706,513,R,B,C,TP1.000
4707,513,H,B,R,IE1.000
4708,513,R,B,H,TP1.000
4710,513,R,B,C,IE1.000
4711,513,X,B,R,IE1.000
4712,513,C,B,X,IE1.000
4712,513,C,B,X,TP1.000
4715,513,X,UC,R,IE1.000
4716,513,R,UC,X,IE1.000
4717,513,X,UC,R,IE1.000
4718,513,R,UC,X,IE1.000
4719,513,X,UC,R,IE1.000
4720,513,R,UC,X,IE1.000
4720,513,R,UC,X,TP1.000
4722,513,X,UC,R,TP1.000
4723,513,R,UC,X,TP1.000
4724,513,X,UC,R,IE1.000
4724,513,X,UC,R,TP1.000
4725,513,R,UC,X,IE1.000
4725,513,R,UC,X,TP1.000
4726,513,X,UC,R,TP1.000
4727,513,R,UC,X,TP1.000
4728,513,X,UC,R,IE1.000
4729,513,H,UC,X,IE1.000
4729,513,H,UC,X,TP1.000
4730,513,X,UC,H,TP1.000
4731,513,R,UC,X,IE1.000
4732,513,X,UC,R,TP1.000
4733,513,R,UC,X,TP1.000
4734,513,X,UC,R,TP1.000
4735,513,H,B,X,TP1.000
4737,513,H,B,X,TP1.000
4740,513,C,P,X,TP1.000
4743,513,H,B,C,TP1.000
4784,513,H,P,C,OF1.000
4785,513,C,P,H,IE1.000
4788,513,C,B,H,IE1.000
4789,513,H,B,C,TP1.000
4790,513,C,B,H,TP1.000
4791,513,H,B,R,TP1.000
4792,513,R,B,H,IE1.000
4792,513,R,B,H,TP1.000
4793,513,C,B,R,TP1.000
4794,513,R,B,C,GO1.000
4795,513,C,B,R,EA1.000
4797,513,H,B,GT,TP1.000
4798,513,X,B,H,TP1.000
4799,513,C,P,X,TP1.000
4801,513,X,B,C,OF1.000
4802,513,C,B,X,TP1.000
4803,513,X,B,C,TP1.000
4804,513,C,B,X,IE1.000
4805,513,R,B,C,OF1.000
4806,513,X,B,R,OF1.000
4807,513,C,B,X,OF1.000
4808,513,H,B,C,OF1.000
4812,513,X,P,C,IE1.000
4813,513,C,P,X,TP1.000
4817,513,C,P,GT,KS1.000
4817,513,C,P,GT,TP1.000
4823,513,R,P,GT,TP1.000
4824,513,C,P,R,IE1.000
4825,513,R,P,C,TP1.000
4826,513,C,P,R,IE1.000
4829,513,X,B,R,TP1.000
4830,513,R,B,X,IE1.000
4831,513,H,B,R,KS1.000
4832,513,R,B,H,TP1.000
4833,513,X,B,R,TP1.000
4834,513,C,B,X,TP1.000
4837,513,R,B,X,IE1.000
4842,513,R,B,X,KS1.000
4843,513,C,B,R,IE1.000
4843,513,C,B,R,TP1.000
4844,513,H,B,C,KS1.000
4845,513,C,B,H,KS1.000
4845,513,C,B,H,TP1.000
4847,513,H,B,C,IE1.000
4848,513,H,B,C,TP1.000
4849,513,C,B,H,TP1.000
4850,513,H,B,C,GO1.000
4850,513,H,B,C,IE1.000
4851,513,C,B,H,IE1.000
4852,513,H,B,C,TP1.000
4853,513,C,B,H,IE1.000
4853,513,C,B,H,TP1.000
4854,513,X,B,C,KS1.000
4855,513,C,B,X,IE1.000
